sonde,symbol
cg04266779,TCF7L2
cg04268405,CHST3
cg04269057,UNC5B
cg04271103,CDK1
cg04271103,CDC2
cg04275404,KIAA1217
cg04275847,OAT
cg04276417,ITGB1
cg04281204,DCLRE1A
cg04283751,ZNF503
cg04283751,C10orf41
cg04284122,ZNF485
cg04284317,C10orf84
cg04293876,PI4K2A
cg04298323,PDE6C
cg04298626,ZNF487
cg04300199,ADD3
cg04305134,ANXA7
cg04306172,NEURL
cg04308323,ZNF248
cg04310649,CREM
cg04318476,AVPI1
cg04327529,PRKG1
cg04329351,ANXA11
cg04335339,ATRNL1
cg04337198,C10orf84
cg04342223,TCTN3
cg04344917,KIF11
cg04347264,VENTX
cg04349243,SLC16A12
cg04350610,BTAF1
cg04351665,PRKCQ
cg04355037,OBFC1
cg04356980,CCDC147
cg04358037,MMP21
cg04359129,FBXL15
cg04359129,PSD
cg04359828,ARHGAP12
cg04362027,VPS26A
cg04362960,NT5C2
cg04364339,IFIT3
cg04369919,DUSP13
cg04375245,ITIH5
cg04377282,NODAL
cg04381006,FAM149B1
cg04381006,ECD
cg04382627,INPP5A
cg04387475,MRPL43
cg04387475,C10orf2
cg04396765,MYST4
cg04402744,SLC29A3
cg04406111,TACC2
cg04413153,HHEX
cg04417773,ZMIZ1
cg04418529,BTBD16
cg04421269,CUTC
cg04421269,COX15
cg04421348,SH2D4B
cg04424930,HNRNPF
cg04428185,FRAT1
cg04430381,ZEB1
cg04438074,C10orf107
cg04439776,TYSND1
cg04440125,ARHGAP22
cg04444771,C10orf10
cg04446777,BTRC
cg04447284,GSTO2
cg04449397,CDNF
cg04449397,HSPA14
cg04451570,PLAC9
cg04451770,ENTPD1
cg04453471,MAP3K8
cg04466253,ACBD5
cg04466870,SFXN4
cg04470021,ANXA7
cg04471890,CYP17A1
cg04475085,CASP7
cg04496895,SVIL
cg04497547,METTL10
cg04500084,PTCHD3
cg04508114,ABLIM1
cg04512786,CPXM2
cg04516672,FAM53B
cg04521765,LOXL4
cg04529370,NRG3
cg04531794,GOLGA7B
cg04534276,PPP3CB
cg04534504,RHOBTB1
cg04539072,PTER
cg04539203,H2AFY2
cg04543156,ATAD1
cg04543156,CFLP1
cg04543957,PHYH
cg04549162,GPR26
cg04550285,ERCC6
cg04551154,C10orf4
cg04554652,LDB1
cg04555116,ZNF37A
cg04557025,FAM13C
cg04557105,ACBD5
cg04559647,LHPP
cg04561237,FAM53B
cg04564481,CYP26C1
cg04568797,RASGEF1A
cg04582473,KILLIN
cg04582473,PTEN
cg04586563,DIP2C
cg04590978,CCNJ
cg04592505,PTPRE
cg04594452,HMX2
cg04599297,GAD2
cg04604884,DUSP5
cg04605148,SLC16A9
cg04609350,CYP26A1
cg04611179,BMI1
cg04611437,SEC31B
cg04615147,VPS26A
cg04616222,FRAT1
cg04616691,KILLIN
cg04616691,PTEN
cg04617428,TMEM180
cg04617948,FOXI2
cg04622176,SEC23IP
cg04623172,ZEB1
cg04634493,ZMIZ1
cg04634493,LOC283050
cg04636967,DMBT1
cg04641787,GATA3
cg04641787,FLJ45983
cg04641860,HNRNPF
cg04645567,NKX2-3
cg04646451,DDX50
cg04652645,VENTX
cg04657605,BMI1
cg04658591,MXI1
cg04659473,IFIT1
cg04665423,VENTX
cg04667277,ZEB1
cg04671206,RGS10
cg04671329,SH3PXD2A
cg04671941,OIT3
cg04677227,LOXL4
cg04678141,SVIL
cg04683516,AKR1C2
cg04683551,CDNF
cg04683551,HSPA14
cg04686790,MIR1915
cg04686790,C10orf114
cg04688368,KCNMA1
cg04689409,THNSL1
cg04689409,ENKUR
cg04691264,LOC387647
cg04694991,SORBS1
cg04701182,HERC4
cg04703950,C10orf95
cg04704631,CHCHD1
cg04707787,KILLIN
cg04707787,PTEN
cg04709120,CCDC109A
cg04711998,ITIH5
cg04712892,NRAP
cg04714939,ZMIZ1
cg04728480,APBB1IP
cg04730768,CHAT
cg04731091,WDR37
cg04733302,TTC18
cg04733624,ADK
cg04738091,KILLIN
cg04738091,PTEN
cg04745336,DNAJC9
cg04745698,UPF2
cg04749316,WDFY4
cg04749667,FAM149B1
cg04749667,ECD
cg04755607,CPEB3
cg04760117,AP3M1
cg04760574,CHUK
cg04764902,TUBB8
cg04764907,CTBP2
cg04768368,TACC2
cg04768715,TRUB1
cg04772326,KCNIP2
cg04774227,BLOC1S2
cg04774559,ANXA11
cg04780563,CCNY
cg04781305,CCNY
cg04781820,BUB3
cg04785461,DCLRE1C
cg04788706,BEND7
cg04789589,IFIT2
cg04798796,GLUD1
cg04798796,FAM35A
cg04804772,CALHM3
cg04807739,FAM25A
cg04815301,KCNK18
cg04823492,ENTPD1
cg04824711,KILLIN
cg04824711,PTEN
cg04825431,ZNF239
cg04826279,CBARA1
cg04827379,C10orf96
cg04829946,PTF1A
cg04829993,COL13A1
cg04833713,NUDT13
cg04834572,DUSP13
cg04835284,SEC31B
cg04838147,GAD2
cg04839761,PPP1R3C
cg04840290,NODAL
cg04840761,NSUN6
cg04844987,ACSL5
cg04847548,GATA3
cg04847548,FLJ45983
cg04855447,ANUBL1
cg04858230,FAM160B1
cg04859918,AIFM2
cg04861968,CRTAC1
cg04863516,ANXA7
cg04865575,MASTL
cg04872541,PKD2L1
cg04873514,PTER
cg04880063,SFXN3
cg04880063,PDZD7
cg04880412,FUT11
cg04882188,SLC16A9
cg04884011,PRKG1
cg04884102,TRDMT1
cg04888116,MARCH8
cg04892170,ADAM12
cg04899273,CYP2C18
cg04902811,LOC100270710
cg04902826,OBFC1
cg04911819,KIAA1217
cg04916980,PCBD1
cg04919180,FUT11
cg04922063,CCNY
cg04922833,ZNF503
cg04923496,NSUN6
cg04925803,NMT2
cg04932230,DKK1
cg04935278,ITPRIP
cg04935939,ARID5B
cg04939496,PLAU
cg04942755,HNRNPF
cg04943625,EGR2
cg04943713,CREM
cg04944931,COMTD1
cg04945651,C10orf76
cg04947949,WDFY4
cg04948911,HNRNPH3
cg04948911,PBLD
cg04953732,TCF7L2
cg04957198,PRTFDC1
cg04957730,BMS1
cg04959674,UBTD1
cg04964416,PDCD11
cg04964416,USMG5
cg04964571,HPS1
cg04965549,LRRC20
cg04965811,COX15
cg04968084,LARP4B
cg04982951,GATA3
cg04982951,FLJ45983
cg04983142,GFRA1
cg04986413,RRP12
cg04987232,PPP2R2D
cg04990571,HNRNPF
cg04991805,CRTAC1
cg04996918,ENTPD7
cg05004228,DCLRE1C
cg05010219,PWWP2B
cg05013695,FRAT1
cg05014245,C10orf58
cg05016201,SHOC2
cg05018023,FRMD4A
cg05018361,NSUN6
cg05019661,AP3M1
cg05019661,ADK
cg05026102,ALOX5
cg05028089,RPS24
cg05030735,LDB1
cg05032595,IDI2
cg05033052,C10orf140
cg05038152,LIPJ
cg05041984,SGMS1
cg05042708,CALHM2
cg05044739,PAX2
cg05046097,MMRN2
cg05046097,SNCG
cg05049096,GDI2
cg05049211,RPP38
cg05049211,C10orf111
cg05050592,ZNF239
cg05062679,CPEB3
cg05063087,C10orf75
cg05064181,ABLIM1
cg05064489,SEC31B
cg05064937,TYSND1
cg05068430,MGMT
cg05071623,ATRNL1
cg05071898,GATA3
cg05071898,FLJ45983
cg05081714,PLEKHA1
cg05087983,NRG3
cg05088677,MIR1915
cg05088677,C10orf114
cg05088680,ATAD1
cg05088680,CFLP1
cg05091115,REEP3
cg05096182,PRKCQ
cg05096415,LRIT2
cg05098118,GPR123
cg05098432,PLCE1
cg05098590,ADD3
cg05099066,CCDC7
cg05099508,SPAG6
cg05099600,FUT11
cg05100313,ARID5B
cg05101083,HNRNPF
cg05103125,PAX2
cg05111616,MKX
cg05115182,ZFYVE27
cg05116255,ANKRD30A
cg05117785,CPEB3
cg05117785,MARCH5
cg05123019,ALDH18A1
cg05125693,CPEB3
cg05134775,TLL2
cg05138702,CTBP2
cg05140650,MXI1
cg05144147,IL15RA
cg05144954,UPF2
cg05149213,SLC25A28
cg05151811,VIM
cg05157833,PTPN20A
cg05157833,PTPN20B
cg05163348,RPP30
cg05167392,LDB1
cg05176433,MYOF
cg05177746,LOC100216001
cg05178005,BMPR1A
cg05180859,ZNF518A
cg05181041,ADAM12
cg05182679,EGR2
cg05183229,ARHGAP21
cg05187965,TMEM72
cg05189242,HMX2
cg05191729,P4HA1
cg05198963,KIAA1462
cg05200540,ELOVL3
cg05205813,CACNB2
cg05212323,LIPM
cg05214460,ADD3
cg05217312,KIAA1217
cg05219131,PRTFDC1
cg05219493,CYP26C1
cg05219593,BMPR1A
cg05223847,BUB3
cg05227655,PDSS1
cg05228244,WDR37
cg05235143,C10orf88
cg05236965,ZMYND11
cg05237641,ADAM12
cg05238375,ADRA2A
cg05244136,CHCHD1
cg05244720,TLX1NB
cg05251190,MIR146B
cg05252487,FAM24A
cg05258264,C10orf129
cg05270305,CDNF
cg05270305,HSPA14
cg05272888,ANUBL1
cg05280797,RPS24
cg05287529,SLC25A28
cg05292330,SAR1A
cg05292501,FANK1
cg05295236,PAOX
cg05299361,CCNY
cg05301181,CUL2
cg05302420,ENTPD7
cg05303236,SFXN3
cg05303236,PDZD7
cg05307477,KCNK18
cg05307923,ADARB2
cg05309934,GDI2
cg05311720,LZTS2
cg05313070,ARHGAP12
cg05313302,DNAJC9
cg05316043,NRG3
cg05319515,CALHM2
cg05321656,ATOH7
cg05322019,SEMA4G
cg05327931,C10orf58
cg05329352,ADRA2A
cg05329692,TLX1
cg05329692,TLX1NB
cg05334414,FRMPD2L1
cg05334414,FRMPD2L2
cg05336550,PGAM1
cg05339066,RNLS
cg05343159,NPS
cg05349542,GRID1
cg05350358,P4HA1
cg05351078,RASSF4
cg05356308,CCDC147
cg05356738,GATA3
cg05356738,FLJ45983
cg05357137,MPP7
cg05358439,ACTA2
cg05361325,EPC1
cg05367248,MCM10
cg05368033,FGFR2
cg05372434,ZNF25
cg05373286,VDAC2
cg05377034,C10orf57
cg05378118,C10orf53
cg05381746,MKX
cg05385248,CCDC6
cg05387457,MIR1915
cg05387457,C10orf114
cg05391011,ELOVL3
cg05393736,NRBF2
cg05396900,PRKG1
cg05400741,TET1
cg05412141,KLF6
cg05413465,ARL3
cg05413465,SFXN2
cg05432973,NKX2-3
cg05433039,KCNMA1
cg05441107,KNDC1
cg05441133,GDF2
cg05444548,TTC18
cg05446127,BMS1P4
cg05452625,WNT8B
cg05454284,EPC1
cg05454446,BMS1
cg05456948,C10orf125
cg05456956,PRKCQ
cg05468584,MIR202
cg05470666,P4HA1
cg05472854,ASAH2B
cg05475934,APBB1IP
cg05483617,KIAA1279
cg05485137,MKX
cg05487635,ARMC4
cg05491346,UROS
cg05493526,LRRC20
cg05498379,WAC
cg05499367,TMEM26
cg05499853,FAM188A
cg05505307,MCM10
cg05506809,SIRT1
cg05518803,PSTK
cg05524354,PTPRE
cg05525499,HNRNPF
cg05525601,SYCE1
cg05530751,ALOX5
cg05532178,HKDC1
cg05534213,ZNF487
cg05538387,POLL
cg05538387,RP11-529I10.4
cg05540413,ZNF32
cg05543547,PDZD8
cg05558578,NET1
cg05558993,PITRM1
cg05559808,MIR604
cg05563110,ADRA2A
cg05569909,LBX1
cg05570321,RPP38
cg05570321,C10orf111
cg05575054,ADRB1
cg05585149,C10orf108
cg05586519,LOC219347
cg05588111,SHOC2
cg05591902,SUV39H2
cg05592245,REEP3
cg05596319,C10orf88
cg05597349,TLX1NB
cg05602439,CREM
cg05603630,PRKG1
cg05609254,NUDT5
cg05609254,CDC123
cg05610379,NSMCE4A
cg05621401,RET
cg05626013,LRRTM3
cg05626242,PPP3CB
cg05628107,PAPSS2
cg05629015,FZD8
cg05636681,TBC1D12
cg05638776,FAM21C
cg05645316,LIPJ
cg05645360,DCLRE1A
cg05645360,NHLRC2
cg05646491,SYCE1
cg05647048,MRPS16
cg05652533,DPYSL4
cg05652602,RBP3
cg05653400,GPAM
cg05653707,EMX2OS
cg05654483,WDR11
cg05655935,BTAF1
cg05656830,COMMD3
cg05657208,DCLRE1C
cg05658858,ZNF511
cg05658858,TUBGCP2
cg05663101,ZDHHC16
cg05663101,EXOSC1
cg05664664,ANXA7
cg05665581,FAM24A
cg05668351,CTNNA3
cg05671070,GATA3
cg05671070,FLJ45983
cg05676341,MTG1
cg05683857,BTBD16
cg05683999,FAM25A
cg05687210,POLL
cg05687210,RP11-529I10.4
cg05694245,MKX
cg05694250,GPRIN2
cg05694406,HNRNPF
cg05697697,XPNPEP1
cg05697785,SYNPO2L
cg05699018,SFRP5
cg05701548,CCNY
cg05702052,C10orf88
cg05715266,BEND7
cg05716599,NRBF2
cg05717160,PDCD11
cg05717160,USMG5
cg05719612,CACNB2
cg05721476,MARCH8
cg05721515,GATA3
cg05729995,CBARA1
cg05730301,RPS24
cg05739190,CCNJ
cg05740243,PRAP1
cg05741225,JAKMIP3
cg05745464,C10orf46
cg05749728,CTBP2
cg05750029,BAMBI
cg05750276,WDR11
cg05752819,ARHGAP22
cg05754819,KCNMA1
cg05755354,FRMD4A
cg05756109,POLL
cg05756109,RP11-529I10.4
cg05759150,HMX2
cg05759948,MBL2
cg05765798,PRPF18
cg05766921,CTNNA3
cg05768009,KIAA1274
cg05768908,C10orf78
cg05775658,FRMPD2
cg05775809,LDB1
cg05777356,NPFFR1
cg05778996,POLL
cg05778996,RP11-529I10.4
cg05779081,BTAF1
cg05783915,EMX2
cg05788080,ITPRIP
cg05789403,HNRNPF
cg05791938,SORBS1
cg05797937,SEC31B
cg05801246,CPXM2
cg05815920,LDB1
cg05823146,ZFYVE27
cg05824757,SGPL1
cg05831672,NPM3
cg05834477,C10orf53
cg05835416,CYP2C18
cg05835744,PGAM1
cg05845615,CCNY
cg05846707,DDX50
cg05846894,POLL
cg05846894,RP11-529I10.4
cg05848785,C10orf105
cg05855489,C10orf26
cg05855983,SVIL
cg05858126,MIR146B
cg05858607,DOCK1
cg05859842,FRMPD2
cg05863587,CALY
cg05865822,LOC399744
cg05871136,UNC5B
cg05873857,C10orf18
cg05877590,OR13A1
cg05882699,CTBP2
cg05882781,ARID5B
cg05884649,ZNF32
cg05885577,CYP17A1
cg05886574,ACBD5
cg05886671,NEUROG3
cg05888120,ZNF438
cg05889321,ALDH18A1
cg05893785,NODAL
cg05898953,NUDT13
cg05899338,ZNF239
cg05901522,C10orf58
cg05904135,NKX6-2
cg05905523,DYDC2
cg05906350,FAM190B
cg05906871,ALDH18A1
cg05907237,CTBP2
cg05913198,MLLT10
cg05914069,ABCC2
cg05919621,C10orf122
cg05923736,ECHS1
cg05924022,MAP3K8
cg05933765,ATOH7
cg05934333,LOC100188947
cg05937453,SFRP5
cg05947570,KILLIN
cg05947570,PTEN
cg05949800,NKX2-3
cg05950509,SLC29A3
cg05951425,AGAP5
cg05953020,GLRX3
cg05954989,PAOX
cg05956132,MARCH8
cg05956183,CUEDC2
cg05958582,PKD2L1
cg05959392,C10orf32
cg05963962,LOC84856
cg05964918,C10orf129
cg05966978,CUGBP2
cg05976652,ARID5B
cg05976695,TAF3
cg05977109,SGMS1
cg05977551,ASAH2B
cg05979232,C10orf105
cg05982835,CASP7
cg05984290,LZTS2
cg05994982,PI4K2A
cg05997350,CHAT
cg05997350,SLC18A3
cg05998513,SORBS1
cg05998983,OIT3
cg06001881,PCGF5
cg06008345,TACR2
cg06018817,AP3M1
cg06018817,ADK
cg06020238,FZD8
cg06021865,EXOC6
cg06022942,GATA3
cg06022942,FLJ45983
cg06024295,CPN1
cg06024834,CUEDC2
cg06028533,PTER
cg06031740,LHPP
cg06032021,MYOZ1
cg06032048,DNA2
cg06034255,CHST15
cg06035456,COL13A1
cg06039355,GFRA1
cg06043042,NEUROG3
cg06048524,CXCL12
cg06049774,PLAC9
cg06051961,PPP1R3C
cg06055013,ATRNL1
cg06062519,ARID5B
cg06067842,TMEM26
cg06075311,CALHM2
cg06077733,UBE2D1
cg06079468,LOC219347
cg06079710,RNLS
cg06090298,MINPP1
cg06091119,PPA1
cg06091155,OPTN
cg06092948,IFIT2
cg06094615,C10orf53
cg06098215,NCOA4
cg06098474,CUBN
cg06100684,MSRB2
cg06102342,MIR1307
cg06102342,USMG5
cg06103397,C10orf11
cg06105085,ASCC1
cg06105085,C10orf104
cg06108782,CHAT
cg06108782,SLC18A3
cg06109724,NUDT5
cg06109724,CDC123
cg06110816,DUSP5
cg06113708,COMTD1
cg06115318,ARL5B
cg06116488,OPTN
cg06118999,RNLS
cg06119296,C10orf62
cg06119461,GSTO1
cg06124827,MORN4
cg06128055,HECTD2
cg06128198,DOCK1
cg06128509,KIF20B
cg06130365,ZNF511
cg06130365,TUBGCP2
cg06134936,HERC4
cg06138683,ZNF25
cg06139836,EBF3
cg06142142,TDRD1
cg06143290,CCNY
cg06145508,ABLIM1
cg06152496,C10orf4
cg06154060,TM9SF3
cg06154084,PDZD7
cg06157318,APBB1IP
cg06158533,TMEM180
cg06159486,CACNB2
cg06162279,KLF6
cg06162324,FXYD4
cg06169131,FGF8
cg06169961,C10orf26
cg06173833,C10orf58
cg06175999,ANKRD1
cg06185924,ACBD5
cg06186378,C10orf79
cg06188744,PFKP
cg06190380,EGR2
cg06197966,SVIL
cg06199563,NSUN6
cg06202094,C10orf131
cg06206603,SEC24C
cg06206628,FRMPD2
cg06210915,LIPJ
cg06213468,FOXI2
cg06218050,MKI67
cg06221416,GOT1
cg06222851,OGDHL
cg06224510,ITIH2
cg06230736,GATA3
cg06230736,FLJ45983
cg06237092,RBM20
cg06240209,CTBP2
cg06251764,KIAA1217
cg06253655,CTBP2
cg06254525,NCRNA00200
cg06259557,PPP2R2D
cg06261052,BEND7
cg06262178,KCNIP2
cg06264303,ZNF33A
cg06270147,SLC29A3
cg06270799,PAOX
cg06279274,FAM24B
cg06284285,FAM188A
cg06286028,HPS6
cg06291112,VCL
cg06291867,HTR7
cg06296107,ZDHHC16
cg06298519,GFRA1
cg06298701,NCOA4
cg06300254,CHAT
cg06304097,TCERG1L
cg06312469,CNNM1
cg06313381,ZWINT
cg06321808,C10orf35
cg06323290,HK1
cg06323837,C10orf35
cg06325088,C10orf71
cg06326839,PANK1
cg06328855,RBM20
cg06332111,H2AFY2
cg06332304,CTBP2
cg06333725,SGMS1
cg06334471,HELLS
cg06335251,ZNF438
cg06335343,TMEM20
cg06336792,CREM
cg06338299,LCOR
cg06340768,SGPL1
cg06346505,AFAP1L2
cg06352406,SFMBT2
cg06352809,PLEKHA1
cg06353720,IFIT3
cg06361522,CALML3
cg06363569,RAB18
cg06365057,C10orf72
cg06370069,CHST3
cg06371346,SGMS1
cg06372475,C10orf54
cg06373470,AGAP11
cg06373764,SLC16A9
cg06376599,SUPV3L1
cg06376949,IFIT5
cg06378434,APBB1IP
cg06381661,KIF20B
cg06391894,LRRC20
cg06398735,MLLT10
cg06411551,DYDC1
cg06411551,DYDC2
cg06419209,CCNY
cg06422108,ZEB1
cg06424719,HNRNPH3
cg06424719,PBLD
cg06428195,GOT1
cg06430387,UBE2D1
cg06431953,PDCD4
cg06431953,LOC282997
cg06440087,ITIH2
cg06440958,C10orf47
cg06443542,HPS1
cg06450397,ACTA2
cg06450397,FAS
cg06456389,ARHGAP19
cg06457633,APBB1IP
cg06460869,VIM
cg06460983,IFIT3
cg06464008,TLX1NB
cg06466203,KILLIN
cg06466203,PTEN
cg06466222,NPFFR1
cg06470552,SMC3
cg06476606,IFIT2
cg06477881,LRRC20
cg06480592,ACTR1A
cg06480592,SUFU
cg06484553,C10orf72
cg06485447,TIAL1
cg06487870,C10orf11
cg06499637,C10orf78
cg06500714,VENTX
cg06506078,EXOC6
cg06507244,DHX32
cg06516328,PLAC9
cg06517429,CASP7
cg06521280,PLAU
cg06522697,TIAL1
cg06525651,FAM196A
cg06528737,USP6NL
cg06533529,OPN4
cg06534684,FAM21C
cg06535993,APBB1IP
cg06538549,ITGB1
cg06539629,PLCE1
cg06542614,PDLIM1
cg06545189,ADK
cg06550984,PTF1A
cg06554331,FAM21A
cg06557776,SHOC2
cg06557776,NCRNA00081
cg06560760,ARMC3
cg06562029,CPEB3
cg06569542,SLIT1
cg06569729,SFRP5
cg06572384,UROS
cg06572384,BCCIP
cg06573570,AKR1C4
cg06576393,SFRP5
cg06578117,SLC16A9
cg06579345,FAM45A
cg06579345,FAM45B
cg06583105,PPRC1
cg06584433,CUZD1
cg06585141,PTPRE
cg06587797,TUBB8
cg06603682,SEC23IP
cg06608599,SLC25A28
cg06616710,MARVELD1
cg06629767,KIAA1274
cg06631358,C10orf58
cg06636246,LCOR
cg06637963,ZEB1
cg06637963,LOC220930
cg06639691,KCNK18
cg06640662,C10orf96
cg06642248,UBE2D1
cg06644844,ANKRD30A
cg06648271,FAM53B
cg06648277,NKX6-2
cg06649808,SEC24C
cg06652146,CDNF
cg06652146,HSPA14
cg06655361,C10orf54
cg06655560,ZDHHC16
cg06655560,EXOSC1
cg06655623,RASGEF1A
cg06657142,FGFR2
cg06657462,EXOC6
cg06658147,ZNF518A
cg06664085,ARMC4
cg06669701,FAM190B
cg06671069,IFIT5
cg06671996,WNT8B
cg06673910,HNRNPF
cg06679087,MARVELD1
cg06682402,NCOA4
cg06685340,TSPAN14
cg06687992,ZNF32
cg06688014,XPNPEP1
cg06688362,RPP38
cg06688362,C10orf111
cg06689259,STAMBPL1
cg06690686,PIP4K2A
cg06691148,PCGF6
cg06691520,LGI1
cg06692023,NUDT5
cg06692023,CDC123
cg06692050,SFRP5
cg06694283,ZNF32
cg06705986,RGR
cg06708231,TDRD1
cg06712026,CSTF2T
cg06715928,DUSP5
cg06722282,CALHM2
cg06725760,WDR37
cg06726474,VPS26A
cg06729093,ZNF25
cg06730723,ADARB2
cg06731059,KILLIN
cg06731059,PTEN
cg06731162,ANXA7
cg06733794,TACC2
cg06734577,OTUD1
cg06735579,COL13A1
cg06737561,CHAT
cg06738031,CTBP2
cg06744119,AGAP11
cg06748005,CCNY
cg06749514,VTI1A
cg06749514,ZDHHC6
cg06753376,ANKRD26
cg06753689,GTPBP4
cg06754496,SGMS1
cg06755955,FZD8
cg06756557,STAMBPL1
cg06759405,COL13A1
cg06760536,MIR1915
cg06760536,C10orf114
cg06763909,THNSL1
cg06763909,ENKUR
cg06764565,AP3M1
cg06764565,ADK
cg06765035,MKX
cg06766659,CALY
cg06767766,TET1
cg06769546,NKX6-2
cg06773798,MIR609
cg06774651,WDR11
cg06776915,GSTO2
cg06782692,STK32C
cg06782748,CREM
cg06789550,C10orf4
cg06791446,FGFR2
cg06793798,CDK1
cg06793798,CDC2
cg06801028,NCOA4
cg06806958,KIAA1217
cg06817917,BMPR1A
cg06821075,C10orf28
cg06822657,LZTS2
cg06825166,OPALIN
cg06833709,LGI1
cg06834274,MASTL
cg06834274,YME1L1
cg06834534,MEIG1
cg06835074,LRIT2
cg06837731,ERLIN1
cg06839377,GBF1
cg06840491,GDF2
cg06847678,ZRANB1
cg06851336,CNNM2
cg06852652,CYP2C18
cg06854084,NKX2-3
cg06860721,NCOA4
cg06862410,LRIT1
cg06870728,GATA3
cg06872272,ANKRD30A
cg06872286,CUZD1
cg06873121,LDB1
cg06879152,PHYHIPL
cg06882901,ARHGAP21
cg06886078,METTL10
cg06891538,NCRNA00200
cg06897927,HMX3
cg06898463,PBLD
cg06898923,RAB18
cg06906682,DDIT4
cg06908739,PGBD3
cg06933711,KIAA1462
cg06935264,ALOX5
cg06939941,PPYR1
cg06941037,BMPR1A
cg06947206,KILLIN
cg06947206,PTEN
cg06948985,FAM188A
cg06957677,RRP12
cg06958964,ZNF22
cg06960024,ABI1
cg06966660,TACC2
cg06967120,GPR158
cg06967784,PTPRE
cg06967828,CHST3
cg06970090,SPOCK2
cg06972969,PHYHIPL
cg06972998,MYST4
cg06981182,RNLS
cg06987616,FAM13C
cg06988349,ATOH7
cg06988995,CSGALNACT2
cg06994016,TMEM72
cg06994272,ZNF488
cg06995967,MRPS16
cg07000686,LOC728643
cg07001545,ERCC6
cg07010146,CALHM3
cg07011445,NSMCE4A
cg07017119,GHITM
cg07023791,NRG3
cg07024656,LOC84856
cg07030336,VTI1A
cg07030336,ZDHHC6
cg07036530,GPR26
cg07037454,PNLIPRP3
cg07041470,GPRIN2
cg07044749,SORBS1
cg07045241,EBF3
cg07048479,INPP5A
cg07052796,ASB13
cg07053114,PTPRE
cg07055616,NKX6-2
cg07060923,ZNF487
cg07062043,PHYHIPL
cg07068327,GPR123
cg07069759,LOC728643
cg07070043,RBP3
cg07070840,ECD
cg07073391,ITGA8
cg07074166,VWA2
cg07080220,HIF1AN
cg07080756,CUEDC2
cg07086898,PDCD11
cg07086898,USMG5
cg07089783,ZEB1
cg07091481,C10orf58
cg07093456,PNLIPRP2
cg07095783,ZEB1
cg07098752,PRLHR
cg07103504,C10orf46
cg07104958,ANUBL1
cg07113562,PRKG1
cg07119315,LRRC27
cg07121021,ANKRD30A
cg07126167,SORCS3
cg07127957,SYNPO2L
cg07128799,TCF7L2
cg07130508,LDB1
cg07131093,PCBD1
cg07133760,LOC619207
cg07134367,PANK1
cg07135237,C10orf140
cg07140885,ZFYVE27
cg07143898,SLIT1
cg07146435,LOXL4
cg07149454,BMS1
cg07149459,LRRC27
cg07150538,MXI1
cg07151406,PGAM1
cg07158816,MIR603
cg07161872,FAM190B
cg07164201,ARMC4
cg07176677,DNMBP
cg07178550,CSGALNACT2
cg07179548,PI4K2A
cg07180427,FGFBP3
cg07191657,MIR1265
cg07198194,PFKP
cg07199534,FAM45A
cg07199534,FAM45B
cg07200748,ADD3
cg07203258,DDX50
cg07203452,PLAU
cg07204937,GOLGA7B
cg07206208,GPR158
cg07209624,PRPF18
cg07210263,PRDX3
cg07215975,PTPRE
cg07216529,ACTA2
cg07216976,FAM160B1
cg07217928,GSTO2
cg07219844,TUBGCP2
cg07221526,PGAM1
cg07225966,CYP26C1
cg07229938,HMX2
cg07230380,SCD
cg07236146,EXOC6
cg07238926,PNLIPRP1
cg07241146,LRRC27
cg07247998,TACC2
cg07250222,FGFR2
cg07251711,NKX6-2
cg07257190,ECD
cg07260605,ZRANB1
cg07262395,MXI1
cg07262635,CACNB2
cg07263825,KILLIN
cg07263825,PTEN
cg07268734,MPP7
cg07270175,NOC3L
cg07274998,OAT
cg07279162,PGBD3
cg07281414,SLC25A28
cg07284558,STK32C
cg07295678,DPYSL4
cg07299305,CDC10L
cg07301505,PI4K2A
cg07301537,FRAT2
cg07303968,HSPA12A
cg07304173,RBP3
cg07304526,HTRA1
cg07305719,ZNF365
cg07309124,LRRTM3
cg07310536,PPRC1
cg07310984,IFIT3
cg07312556,CCDC6
cg07314067,C10orf125
cg07314148,MKI67
cg07316170,PIK3AP1
cg07316943,C10orf110
cg07317108,USP6NL
cg07318428,USP6NL
cg07321681,CEP55
cg07329397,ZFYVE27
cg07332388,PSTK
cg07333046,NCOA4
cg07334717,GLUD1
cg07334717,FAM35A
cg07335671,DCLRE1C
cg07341378,TBC1D12
cg07343478,OPTN
cg07345108,WDFY4
cg07346178,SAR1A
cg07352001,ZNF32
cg07356483,CRTAC1
cg07370745,ZMIZ1
cg07370771,VENTX
cg07372974,SFXN3
cg07372974,PDZD7
cg07373003,BMI1
cg07381788,CYP2E1
cg07381930,GOLGA7B
cg07382101,ZNF365
cg07386868,MIR511-2
cg07386868,MIR511-1
cg07389627,SEC24C
cg07389810,OR13A1
cg07392088,GTPBP4
cg07392307,SFTPA2
cg07392385,SORCS1
cg07397033,BLNK
cg07410075,CCDC6
cg07412048,MXI1
cg07421032,C10orf93
cg07423571,SFMBT2
cg07424295,PCGF5
cg07431748,FRAT2
cg07436701,MMRN2
cg07436701,SNCG
cg07436807,ACTA2
cg07437066,NEURL
cg07437737,SVIL
cg07441565,PPIF
cg07441845,COL13A1
cg07446677,ECHDC3
cg07447260,KCNIP2
cg07450214,ANKRD26
cg07452799,PARD3
